,time_value,geo_value,cc,value,sample_size
1613,2020-10-09,pa,38,87.7242845,11424.0049
1664,2020-10-10,pa,38,87.7210713,11364.0061
1715,2020-10-11,pa,38,87.5820138,11277.0074
1766,2020-10-12,pa,38,87.51996319999999,11269.0076
1817,2020-10-13,pa,38,87.72143840000001,11063.0077
1868,2020-10-14,pa,38,87.3814863,10757.0079
1919,2020-10-15,pa,38,87.3477637,10673.0079
1970,2020-10-16,pa,38,87.3216022,10509.0078
2021,2020-10-17,pa,38,87.28002459999999,10341.0074
2072,2020-10-18,pa,38,87.20082990000002,10152.0059
2123,2020-10-19,pa,38,87.3444803,10046.0058
2174,2020-10-20,pa,38,87.4937276,9966.0058
2225,2020-10-21,pa,38,87.9770556,9851.0068
2276,2020-10-22,pa,38,88.0513889,9611.0059
2327,2020-10-23,pa,38,88.0142757,9381.0054
2378,2020-10-24,pa,38,88.0527115,9294.0053
2429,2020-10-25,pa,38,88.2610991,9229.0055
2480,2020-10-26,pa,38,88.4357875,8962.0055
2531,2020-10-27,pa,38,88.3241228,8508.0052
2582,2020-10-28,pa,38,88.6731177,8161.0041
2633,2020-10-29,pa,38,88.77590009999999,7817.0042
2684,2020-10-30,pa,38,89.0417465,7377.0042
2735,2020-10-31,pa,38,89.0698282,7460.0044
2786,2020-11-01,pa,38,89.257889,7572.005
2837,2020-11-02,pa,38,89.0454956,7626.005
2888,2020-11-03,pa,38,89.1276123,7702.0053
2939,2020-11-04,pa,38,88.7952627,7179.005
2990,2020-11-05,pa,38,88.60878120000001,6921.0047
3041,2020-11-06,pa,38,88.4551125,7184.0046
3092,2020-11-07,pa,38,88.5136186,6498.0041
3143,2020-11-08,pa,38,87.68330859999999,5727.0034
3194,2020-11-09,pa,38,87.4933209,5616.0035
3245,2020-11-10,pa,38,88.0823444,6095.0035
3296,2020-11-11,pa,38,88.4405564,7149.0033
3347,2020-11-12,pa,38,88.7525155,7943.0038
3398,2020-11-13,pa,38,88.9815203,8335.0048
3449,2020-11-14,pa,38,89.15017320000001,9248.0057
3500,2020-11-15,pa,38,89.80894509999999,10258.0057
3551,2020-11-16,pa,38,90.1899007,10636.0055
3602,2020-11-17,pa,38,90.4102525,10724.006000000001
3653,2020-11-18,pa,38,90.6918606,10608.0064
3704,2020-11-19,pa,38,91.01708740000001,10647.0063
3755,2020-11-20,pa,38,91.3938978,10753.0054
3806,2020-11-21,pa,38,91.71211629999999,10816.0051
3857,2020-11-22,pa,38,92.019228,10919.005
3908,2020-11-23,pa,38,92.2740226,10852.0048
3959,2020-11-24,pa,38,92.4767975,10666.0039
4010,2020-11-25,pa,38,92.6213485,10753.0043
4061,2020-11-26,pa,38,92.90646020000001,10861.0044
4112,2020-11-27,pa,38,92.8591193,10831.0056
4163,2020-11-28,pa,38,92.9082876,10892.0052
4214,2020-11-29,pa,38,92.92345329999999,10986.0059
4265,2020-11-30,pa,38,92.9760937,11168.0058
4316,2020-12-01,pa,38,93.2414891,11577.0061
4367,2020-12-02,pa,38,93.17854859999998,11822.0058
4418,2020-12-03,pa,38,93.31853100000001,11935.0068
4469,2020-12-04,pa,38,93.51951650000001,12012.0065
4520,2020-12-05,pa,38,93.7257958,12136.007
4571,2020-12-06,pa,38,93.645052,12029.0072
4622,2020-12-07,pa,38,93.855419,12034.0078
39,2020-09-08,tx,39,88.3813507,1630.0037
84,2020-09-09,ri,39,91.94744490000001,265.996
135,2020-09-10,ri,39,93.29536309999999,438.994
186,2020-09-11,ri,39,93.8580518,576.9925
237,2020-09-12,ri,39,93.73271329999999,724.992
288,2020-09-13,ri,39,92.61923809999999,899.9910000000001
339,2020-09-14,ri,39,92.65395179999999,1053.989
390,2020-09-15,ri,39,92.96939920000001,1143.9875
441,2020-09-16,ri,39,93.34224609999998,1117.9885
492,2020-09-17,ri,39,93.2569013,1088.9885
543,2020-09-18,ri,39,93.0438802,1069.985
594,2020-09-19,ri,39,93.3864892,1064.9845
645,2020-09-20,ri,39,94.1894572,1022.9835
696,2020-09-21,ri,39,94.3013495,1007.9845
747,2020-09-22,ri,39,94.3540368,981.9855
798,2020-09-23,ri,39,94.09576,938.9855
849,2020-09-24,ri,39,93.8829473,938.987
900,2020-09-25,ri,39,93.80852359999999,959.9905
951,2020-09-26,ri,39,93.4782447,941.99
1002,2020-09-27,ri,39,93.0484208,969.988
1053,2020-09-28,ri,39,92.87938100000001,960.988
1104,2020-09-29,ri,39,92.83469790000001,954.9889999999999
1155,2020-09-30,ri,39,93.0439503,954.988
1206,2020-10-01,ri,39,92.78076300000001,933.988
1257,2020-10-02,ri,39,93.0525308,912.9875
1308,2020-10-03,ri,39,92.70840190000001,910.988
1359,2020-10-04,ri,39,93.1561931,882.9889999999999
1410,2020-10-05,ri,39,93.4544348,907.9895
1461,2020-10-06,ri,39,93.9870865,921.9885
1512,2020-10-07,ri,39,93.6335747,964.9895
1563,2020-10-08,ri,39,93.3778411,972.9875
1614,2020-10-09,ri,39,93.14025490000002,982.987
1665,2020-10-10,ri,39,94.0427959,980.9875
1716,2020-10-11,ri,39,94.3939276,988.9889999999999
1767,2020-10-12,ri,39,93.85783459999999,983.9865
1818,2020-10-13,ri,39,93.60038840000001,959.988
1869,2020-10-14,ri,39,93.5774728,940.9889999999999
1920,2020-10-15,ri,39,93.6961134,926.9910000000001
1971,2020-10-16,ri,39,93.6090213,929.992
2022,2020-10-17,ri,39,92.4919488,937.992
2073,2020-10-18,ri,39,91.98055959999999,927.9925
2124,2020-10-19,ri,39,92.7543767,902.9939999999999
2175,2020-10-20,ri,39,91.8400161,911.992
2226,2020-10-21,ri,39,92.3548425,894.992
2277,2020-10-22,ri,39,92.9217852,881.9910000000001
2328,2020-10-23,ri,39,92.9472282,870.9905
2379,2020-10-24,ri,39,93.75728199999999,855.9905
2430,2020-10-25,ri,39,93.8090035,846.9895
2481,2020-10-26,ri,39,93.4964579,836.9895
2532,2020-10-27,ri,39,93.97521590000001,803.9915
2583,2020-10-28,ri,39,93.8840493,791.992
2634,2020-10-29,ri,39,94.0699856,799.993
2685,2020-10-30,ri,39,94.5394964,758.9939999999999
2736,2020-10-31,ri,39,94.21328759999999,767.9945
2787,2020-11-01,ri,39,94.9869465,766.995
2838,2020-11-02,ri,39,95.0766917,780.9945
2889,2020-11-03,ri,39,95.9821121,782.9939999999999
2940,2020-11-04,ri,39,96.0689221,723.992
2991,2020-11-05,ri,39,95.7777277,673.992
3042,2020-11-06,ri,39,95.37439499999999,679.992
3093,2020-11-07,ri,39,95.431833,600.992
3144,2020-11-08,ri,39,95.1015912,539.992
3195,2020-11-09,ri,39,94.6728225,533.9925
3246,2020-11-10,ri,39,94.0931043,599.9925
3297,2020-11-11,ri,39,94.8373568,705.9925
3348,2020-11-12,ri,39,95.0063243,789.9905
3399,2020-11-13,ri,39,95.4759163,849.99
3450,2020-11-14,ri,39,95.5991533,941.9889999999999
3501,2020-11-15,ri,39,95.94331120000001,1021.9895
3552,2020-11-16,ri,39,96.27710390000001,1059.9885
3603,2020-11-17,ri,39,96.13881479999999,1021.9889999999999
3654,2020-11-18,ri,39,95.5185808,991.9889999999999
3705,2020-11-19,ri,39,95.9090475,988.9895
3756,2020-11-20,ri,39,95.79203340000001,1008.9889999999999
3807,2020-11-21,ri,39,96.0755396,1030.989
3858,2020-11-22,ri,39,96.1354446,1046.986
3909,2020-11-23,ri,39,96.4488132,1054.985
3960,2020-11-24,ri,39,96.71110490000001,1047.9845
4011,2020-11-25,ri,39,97.02545359999999,1057.985
4062,2020-11-26,ri,39,96.8095289,1048.986
4113,2020-11-27,ri,39,97.319699,1024.9855
4164,2020-11-28,ri,39,97.3917948,1014.9860000000001
4215,2020-11-29,ri,39,96.8324175,1024.9875
4266,2020-11-30,ri,39,96.7453954,1058.9905
4317,2020-12-01,ri,39,96.8105241,1111.9885
4368,2020-12-02,ri,39,96.9158209,1149.987
4419,2020-12-03,ri,39,96.99097929999999,1211.986
4470,2020-12-04,ri,39,96.744422,1242.988
4521,2020-12-05,ri,39,96.63320259999999,1290.9845
4572,2020-12-06,ri,39,96.8093884,1330.986
4623,2020-12-07,ri,39,96.80527370000001,1297.9845
40,2020-09-08,ut,40,75.97569320000001,309.1026
85,2020-09-09,sc,40,83.1665821,1398.0005
136,2020-09-10,sc,40,83.18223520000001,2315.0004
187,2020-09-11,sc,40,83.7508173,3153.0011
238,2020-09-12,sc,40,83.4285178,4027.0012
289,2020-09-13,sc,40,83.10310759999999,4849.0013
340,2020-09-14,sc,40,83.3538856,5679.0018
391,2020-09-15,sc,40,83.5647459,5977.0031
442,2020-09-16,sc,40,83.54570490000002,5885.0036
493,2020-09-17,sc,40,83.7036433,5715.0046
544,2020-09-18,sc,40,83.4777088,5540.0039
595,2020-09-19,sc,40,83.60456359999999,5345.0047
646,2020-09-20,sc,40,84.1093464,5175.0061
697,2020-09-21,sc,40,84.0572433,4995.0055
748,2020-09-22,sc,40,83.77292290000001,4852.0046
799,2020-09-23,sc,40,84.024106,4728.0042
850,2020-09-24,sc,40,83.82161059999999,4607.0038
901,2020-09-25,sc,40,83.7566277,4527.0031
952,2020-09-26,sc,40,84.19355159999999,4494.0028
1003,2020-09-27,sc,40,84.425515,4516.002
1054,2020-09-28,sc,40,84.373631,4533.0021
1105,2020-09-29,sc,40,84.6567339,4558.0013
1156,2020-09-30,sc,40,84.0652095,4508.0006
1207,2020-10-01,sc,40,84.24021970000001,4520.0002
1258,2020-10-02,sc,40,84.5623688,4569.001
1309,2020-10-03,sc,40,84.16005179999999,4535.0003
1360,2020-10-04,sc,40,84.2204429,4507.9998
1411,2020-10-05,sc,40,83.9076536,4526.0005
1462,2020-10-06,sc,40,83.458053,4542.0021
1513,2020-10-07,sc,40,84.031518,4630.0025
1564,2020-10-08,sc,40,83.83045390000001,4659.0028
1615,2020-10-09,sc,40,83.8491146,4652.0025
1666,2020-10-10,sc,40,84.29301459999999,4688.0029
1717,2020-10-11,sc,40,83.7486485,4654.003
1768,2020-10-12,sc,40,83.6199353,4593.0026
1819,2020-10-13,sc,40,83.28190140000001,4536.0016
1870,2020-10-14,sc,40,82.911101,4420.0022
1921,2020-10-15,sc,40,83.12629749999999,4346.0021
1972,2020-10-16,sc,40,83.00891709999999,4263.0025
2023,2020-10-17,sc,40,82.8842986,4156.0023
2074,2020-10-18,sc,40,82.8699297,4135.0017
2125,2020-10-19,sc,40,83.5187537,4134.0016
2176,2020-10-20,sc,40,84.320266,4052.0018
2227,2020-10-21,sc,40,84.4646892,4006.0019
2278,2020-10-22,sc,40,84.1454086,3919.002
2329,2020-10-23,sc,40,83.5543386,3845.0022
2380,2020-10-24,sc,40,83.50012679999999,3796.0019
2431,2020-10-25,sc,40,83.7928196,3735.0021
2482,2020-10-26,sc,40,83.562187,3713.0032
2533,2020-10-27,sc,40,83.33798279999999,3579.0029
2584,2020-10-28,sc,40,83.9005251,3437.0022
2635,2020-10-29,sc,40,84.65874840000001,3281.0021
2686,2020-10-30,sc,40,85.321539,3109.0018
2737,2020-10-31,sc,40,85.2866604,3156.0025
2788,2020-11-01,sc,40,85.30345759999999,3146.0028
2839,2020-11-02,sc,40,85.2498301,3121.002
2890,2020-11-03,sc,40,85.48889559999999,3200.0024
2941,2020-11-04,sc,40,85.0381692,3010.0025
2992,2020-11-05,sc,40,84.7198138,2908.0025
3043,2020-11-06,sc,40,84.50080159999999,3054.0025
3094,2020-11-07,sc,40,84.0983308,2744.0024
3145,2020-11-08,sc,40,83.5450177,2518.0024
3196,2020-11-09,sc,40,83.17930009999999,2380.002
3247,2020-11-10,sc,40,82.75088709999999,2460.0025
3298,2020-11-11,sc,40,83.14386400000001,2814.0028
3349,2020-11-12,sc,40,83.39215659999999,3115.0024
3400,2020-11-13,sc,40,83.5827828,3206.0021
3451,2020-11-14,sc,40,83.7349442,3568.0016
3502,2020-11-15,sc,40,84.23147309999999,3896.0013
3553,2020-11-16,sc,40,84.6709183,4086.0015
3604,2020-11-17,sc,40,85.0937021,4108.0008
3655,2020-11-18,sc,40,85.3441999,4110.0004
3706,2020-11-19,sc,40,85.8737432,4165.001
3757,2020-11-20,sc,40,86.59976280000001,4234.0019
3808,2020-11-21,sc,40,87.15012370000001,4322.0027
3859,2020-11-22,sc,40,87.7151182,4415.0034
3910,2020-11-23,sc,40,88.1005987,4432.0037
3961,2020-11-24,sc,40,88.4529347,4472.0032
4012,2020-11-25,sc,40,88.48032590000001,4500.0032
4063,2020-11-26,sc,40,88.3744311,4459.0028
4114,2020-11-27,sc,40,87.8852619,4444.0024
4165,2020-11-28,sc,40,88.0764066,4423.0019
4216,2020-11-29,sc,40,87.87301,4456.0013
4267,2020-11-30,sc,40,88.2503928,4480.0017
4318,2020-12-01,sc,40,88.3612287,4600.002
4369,2020-12-02,sc,40,88.3463463,4740.0024
4420,2020-12-03,sc,40,88.25137099999999,4940.0029
4471,2020-12-04,sc,40,88.5728562,5009.0026
4522,2020-12-05,sc,40,88.7374928,5100.0036
4573,2020-12-06,sc,40,88.8398037,5093.0045
4624,2020-12-07,sc,40,88.8123361,5152.0043
41,2020-09-08,va,41,88.65238520000001,629.0866
86,2020-09-09,sd,41,62.34468390000001,251.9117
137,2020-09-10,sd,41,60.2684223,409.9346
188,2020-09-11,sd,41,59.089085600000004,546.8934
239,2020-09-12,sd,41,61.0253529,699.8982
290,2020-09-13,sd,41,61.0248074,840.846
341,2020-09-14,sd,41,61.3489083,993.2084
392,2020-09-15,sd,41,61.77620699999999,1036.593
443,2020-09-16,sd,41,63.0790642,1011.6382
494,2020-09-17,sd,41,64.2576657,983.7457
545,2020-09-18,sd,41,65.9425208,979.8935
596,2020-09-19,sd,41,65.3519791,963.0998
647,2020-09-20,sd,41,66.3470706,941.2832
698,2020-09-21,sd,41,67.18358149999999,912.8837
749,2020-09-22,sd,41,66.7129319,875.9715
800,2020-09-23,sd,41,65.807571,898.7407
851,2020-09-24,sd,41,65.9224904,924.5424
902,2020-09-25,sd,41,66.4537749,903.3718
953,2020-09-26,sd,41,68.39096529999999,889.1455
1004,2020-09-27,sd,41,68.81879479999999,897.9691
1055,2020-09-28,sd,41,68.27873840000001,902.1794
1106,2020-09-29,sd,41,68.9733526,938.1121
1157,2020-09-30,sd,41,69.21116040000001,921.6197
1208,2020-10-01,sd,41,69.21099559999999,918.4854
1259,2020-10-02,sd,41,68.9413459,936.615
1310,2020-10-03,sd,41,68.15420329999999,966.5795
1361,2020-10-04,sd,41,68.2299558,981.6568
1412,2020-10-05,sd,41,68.6558167,1010.7839
1463,2020-10-06,sd,41,69.4500984,1004.7836
1514,2020-10-07,sd,41,69.815794,1008.1473
1565,2020-10-08,sd,41,70.65987220000001,1003.3218
1616,2020-10-09,sd,41,70.0053795,1001.3244
1667,2020-10-10,sd,41,70.5034708,957.5799
1718,2020-10-11,sd,41,70.2397314,935.6525
1769,2020-10-12,sd,41,69.91939559999999,925.3514
1820,2020-10-13,sd,41,68.4610319,917.3582
1871,2020-10-14,sd,41,67.7834917,928.5995
1922,2020-10-15,sd,41,67.96986600000001,899.576
1973,2020-10-16,sd,41,69.531022,903.7865
2024,2020-10-17,sd,41,68.38640459999999,905.4094
2075,2020-10-18,sd,41,67.64237469999999,918.1787
2126,2020-10-19,sd,41,68.2084888,912.5014
2177,2020-10-20,sd,41,70.20157890000002,916.3976
2228,2020-10-21,sd,41,70.7104823,891.0799
2279,2020-10-22,sd,41,71.3657181,880.2353
2330,2020-10-23,sd,41,71.18053859999999,863.2462
2381,2020-10-24,sd,41,72.00313249999999,864.6322
2432,2020-10-25,sd,41,73.6651059,843.7655
2483,2020-10-26,sd,41,75.04314690000001,810.4729
2534,2020-10-27,sd,41,74.31995500000001,760.5489
2585,2020-10-28,sd,41,75.9114518,740.8741
2636,2020-10-29,sd,41,75.0858648,712.0398
2687,2020-10-30,sd,41,73.6966833,677.5745
2738,2020-10-31,sd,41,75.75658179999999,697.4803
2789,2020-11-01,sd,41,76.2476319,703.4586
2840,2020-11-02,sd,41,75.8599722,729.5265
2891,2020-11-03,sd,41,76.8452001,751.3818
2942,2020-11-04,sd,41,77.17664920000001,692.2054
2993,2020-11-05,sd,41,77.908259,697.27
3044,2020-11-06,sd,41,78.96800640000001,719.9502
3095,2020-11-07,sd,41,77.085324,644.516
3146,2020-11-08,sd,41,77.65460809999999,589.5043
3197,2020-11-09,sd,41,76.9322312,562.4159999999999
3248,2020-11-10,sd,41,76.4297788,614.5445
3299,2020-11-11,sd,41,74.97755529999999,704.29
3350,2020-11-12,sd,41,73.4077748,744.9906
3401,2020-11-13,sd,41,74.126532,776.4841
3452,2020-11-14,sd,41,75.67143,865.7546
3503,2020-11-15,sd,41,76.1563961,950.2614
3554,2020-11-16,sd,41,77.19277609999999,980.2641
3605,2020-11-17,sd,41,76.7777332,936.7771
3656,2020-11-18,sd,41,78.5654689,939.1246
3707,2020-11-19,sd,41,80.444734,943.0654
3758,2020-11-20,sd,41,81.4527426,955.7242
3809,2020-11-21,sd,41,80.4897199,959.7084
3860,2020-11-22,sd,41,79.4217438,944.3906
3911,2020-11-23,sd,41,80.45399029999999,953.3641
3962,2020-11-24,sd,41,81.26273520000001,983.8716
4013,2020-11-25,sd,41,81.310288,996.7837
4064,2020-11-26,sd,41,80.7905825,1000.7727
4115,2020-11-27,sd,41,80.410117,982.2024
4166,2020-11-28,sd,41,81.1653989,973.4475
4217,2020-11-29,sd,41,82.2330082,992.3927
4268,2020-11-30,sd,41,81.3290522,997.4785
4319,2020-12-01,sd,41,81.3270284,1008.6438
4370,2020-12-02,sd,41,80.75772459999999,1035.5032
4421,2020-12-03,sd,41,81.09632309999999,1069.3669
4472,2020-12-04,sd,41,81.145165,1093.8815
4523,2020-12-05,sd,41,81.805526,1106.6462
4574,2020-12-06,sd,41,81.6481835,1118.487
4625,2020-12-07,sd,41,82.0215689,1108.376
42,2020-09-08,wa,42,90.4486898,778.9977
87,2020-09-09,tn,42,82.7201392,1465.9933
138,2020-09-10,tn,42,81.3128952,2373.9238
189,2020-09-11,tn,42,81.36363270000001,3238.9238
240,2020-09-12,tn,42,81.8314762,4144.1612
291,2020-09-13,tn,42,81.6590161,5021.1657
342,2020-09-14,tn,42,81.2220656,5921.4544
393,2020-09-15,tn,42,81.1803213,6237.759
444,2020-09-16,tn,42,80.85076740000001,6067.78
495,2020-09-17,tn,42,81.2081877,5910.1643
546,2020-09-18,tn,42,81.33509129999999,5753.7841
597,2020-09-19,tn,42,81.0747137,5577.8572
648,2020-09-20,tn,42,81.1838798,5418.8426
699,2020-09-21,tn,42,81.4437595,5187.5553
750,2020-09-22,tn,42,80.70667270000001,5015.2457
801,2020-09-23,tn,42,80.80565059999999,4921.2304
852,2020-09-24,tn,42,80.21980490000001,4888.2354
903,2020-09-25,tn,42,79.79701120000001,4828.9309
954,2020-09-26,tn,42,79.5736618,4829.9202
1005,2020-09-27,tn,42,79.32149840000001,4824.2413
1056,2020-09-28,tn,42,79.6718204,4922.1703
1107,2020-09-29,tn,42,80.00550909999998,5034.3405
1158,2020-09-30,tn,42,79.3211624,5062.6473
1209,2020-10-01,tn,42,79.73016390000001,5158.3032
1260,2020-10-02,tn,42,80.054305,5297.2982
1311,2020-10-03,tn,42,80.10598540000001,5302.6188
1362,2020-10-04,tn,42,80.3144442,5302.9173
1413,2020-10-05,tn,42,80.3424415,5300.2972
1464,2020-10-06,tn,42,80.0285135,5332.1318
1515,2020-10-07,tn,42,81.17998979999999,5385.8398
1566,2020-10-08,tn,42,80.8091439,5307.8533
1617,2020-10-09,tn,42,81.02484,5259.1633
1668,2020-10-10,tn,42,81.3078285,5251.5433
1719,2020-10-11,tn,42,81.28264159999999,5292.5584
1770,2020-10-12,tn,42,80.8409375,5259.2480000000005
1821,2020-10-13,tn,42,81.3397092,5133.562
1872,2020-10-14,tn,42,80.8519213,5075.8493
1923,2020-10-15,tn,42,81.3010123,4983.8645
1974,2020-10-16,tn,42,80.9485463,4895.2626
2025,2020-10-17,tn,42,80.7666775,4786.5722
2076,2020-10-18,tn,42,80.5228517,4685.568
2127,2020-10-19,tn,42,80.9252859,4679.5619
2178,2020-10-20,tn,42,80.6139905,4669.8638
2229,2020-10-21,tn,42,80.4026803,4610.8771
2280,2020-10-22,tn,42,80.7158369,4576.8725
2331,2020-10-23,tn,42,80.8497963,4514.8491
2382,2020-10-24,tn,42,80.6980994,4484.5391
2433,2020-10-25,tn,42,81.09677740000001,4443.238
2484,2020-10-26,tn,42,80.8866958,4368.2461
2535,2020-10-27,tn,42,81.4931686,4192.6255
2586,2020-10-28,tn,42,82.5162553,4047.3158
2637,2020-10-29,tn,42,82.74680440000002,3875.3051
2688,2020-10-30,tn,42,82.97236120000001,3693.6203
2739,2020-10-31,tn,42,83.2043604,3740.5473
2790,2020-11-01,tn,42,82.7605188,3764.2328
2841,2020-11-02,tn,42,82.7189446,3814.8520000000003
2892,2020-11-03,tn,42,82.2453745,3840.4767
2943,2020-11-04,tn,42,81.73393940000001,3612.4770000000003
2994,2020-11-05,tn,42,81.2817069,3482.4923
3045,2020-11-06,tn,42,81.5483373,3554.4888
3096,2020-11-07,tn,42,81.5083362,3166.5711
3147,2020-11-08,tn,42,81.8280522,2798.5711
3198,2020-11-09,tn,42,82.363251,2654.9515
3249,2020-11-10,tn,42,83.41166820000001,2873.3264
3300,2020-11-11,tn,42,83.8986796,3295.6402
3351,2020-11-12,tn,42,84.4262705,3625.6374
3402,2020-11-13,tn,42,84.04689470000001,3775.6315
3453,2020-11-14,tn,42,84.0975,4202.612
3504,2020-11-15,tn,42,84.51365279999999,4715.9264
3555,2020-11-16,tn,42,84.9795849,4882.2392
3606,2020-11-17,tn,42,85.1847176,4868.8606
3657,2020-11-18,tn,42,85.5795282,4898.1712
3708,2020-11-19,tn,42,85.88563990000002,4983.17
3759,2020-11-20,tn,42,86.61015090000001,5140.8787
3810,2020-11-21,tn,42,87.2104684,5272.8202
3861,2020-11-22,tn,42,87.4083164,5244.5003
3912,2020-11-23,tn,42,87.43184040000001,5222.4903
3963,2020-11-24,tn,42,87.8566574,5292.4865
4014,2020-11-25,tn,42,87.5848594,5291.7826
4065,2020-11-26,tn,42,87.52298590000001,5289.5799
4116,2020-11-27,tn,42,87.3528668,5178.8806
4167,2020-11-28,tn,42,86.97512579999999,5166.880999999999
4218,2020-11-29,tn,42,87.30152609999999,5228.8135
4269,2020-11-30,tn,42,87.7407088,5326.4442
4320,2020-12-01,tn,42,87.8321316,5391.1277
4371,2020-12-02,tn,42,88.0980735,5559.504
4422,2020-12-03,tn,42,88.2287518,5700.3274
4473,2020-12-04,tn,42,88.46870870000001,5810.3353
4524,2020-12-05,tn,42,88.8189727,5840.3389
4575,2020-12-06,tn,42,88.7968933,5882.4109
4626,2020-12-07,tn,42,88.9675458,5928.0933
43,2020-09-08,wi,43,86.0531446,525.9998
88,2020-09-09,tx,43,88.5527524,4511.005999999999
139,2020-09-10,tx,43,88.2850745,7148.0066
190,2020-09-11,tx,43,88.1788927,9767.4935
241,2020-09-12,tx,43,88.00446219999999,12451.4963
292,2020-09-13,tx,43,88.0036758,15126.4988
343,2020-09-14,tx,43,87.92072409999999,17663.5017
394,2020-09-15,tx,43,87.73803079999999,18460.4996
445,2020-09-16,tx,43,87.5309351,18001.4999
496,2020-09-17,tx,43,87.44982540000001,17797.5014
547,2020-09-18,tx,43,87.40570140000001,17487.0751
598,2020-09-19,tx,43,87.4560027,17054.9707
649,2020-09-20,tx,43,87.2748239,16709.9711
700,2020-09-21,tx,43,87.20533,16501.9719
751,2020-09-22,tx,43,87.37840809999999,16450.9731
802,2020-09-23,tx,43,87.278278,16407.95
853,2020-09-24,tx,43,87.2636344,16184.951000000001
904,2020-09-25,tx,43,87.078556,15929.8905
955,2020-09-26,tx,43,87.0110069,15792.9717
1006,2020-09-27,tx,43,87.0867553,15784.9465
1057,2020-09-28,tx,43,86.9146038,15882.9478
1108,2020-09-29,tx,43,86.4047143,15860.9506
1159,2020-09-30,tx,43,86.5417423,15806.9719
1210,2020-10-01,tx,43,86.475041,16009.9683
1261,2020-10-02,tx,43,86.72194259999999,16254.9683
1312,2020-10-03,tx,43,86.9593057,16343.9917
1363,2020-10-04,tx,43,87.0852514,16364.0177
1414,2020-10-05,tx,43,87.2989121,16285.016000000001
1465,2020-10-06,tx,43,87.572223,16442.0139
1516,2020-10-07,tx,43,87.3618709,16658.9121
1567,2020-10-08,tx,43,87.2339082,16538.9179
1618,2020-10-09,tx,43,87.13501509999999,16543.9187
1669,2020-10-10,tx,43,86.8043454,16477.9149
1720,2020-10-11,tx,43,86.59852540000001,16306.9121
1771,2020-10-12,tx,43,86.4469552,16235.2084
1822,2020-10-13,tx,43,86.4598123,15955.2094
1873,2020-10-14,tx,43,86.61770179999999,15777.3115
1924,2020-10-15,tx,43,86.80318199999999,15582.3096
1975,2020-10-16,tx,43,86.72613620000001,15145.311000000002
2026,2020-10-17,tx,43,86.742951,14953.3152
2077,2020-10-18,tx,43,86.90874040000001,14791.3191
2128,2020-10-19,tx,43,86.9709811,14601.0242
2179,2020-10-20,tx,43,87.0607517,14455.0221
2230,2020-10-21,tx,43,87.0563087,14141.0284
2281,2020-10-22,tx,43,87.1854498,14026.0253
2332,2020-10-23,tx,43,87.3099781,13943.0272
2383,2020-10-24,tx,43,87.4991036,13730.0313
2434,2020-10-25,tx,43,87.4223033,13511.0272
2485,2020-10-26,tx,43,87.51221509999999,13312.0232
2536,2020-10-27,tx,43,87.37116379999999,12902.0211
2587,2020-10-28,tx,43,87.80458370000001,12311.0143
2638,2020-10-29,tx,43,87.82267590000001,11582.016000000001
2689,2020-10-30,tx,43,87.8647122,10962.9089
2740,2020-10-31,tx,43,87.9098397,11036.9041
2791,2020-11-01,tx,43,87.84012299999999,11203.8831
2842,2020-11-02,tx,43,87.8442309,11396.8835
2893,2020-11-03,tx,43,87.80658259999998,11287.8836
2944,2020-11-04,tx,43,87.2276043,10650.8834
2995,2020-11-05,tx,43,87.2239456,10373.8838
3046,2020-11-06,tx,43,87.4140958,10768.989
3097,2020-11-07,tx,43,87.1332512,9805.2317
3148,2020-11-08,tx,43,87.11066269999999,8818.2525
3199,2020-11-09,tx,43,87.20312870000001,8491.2539
3250,2020-11-10,tx,43,87.92613730000001,9248.2579
3301,2020-11-11,tx,43,88.3811665,10600.263
3352,2020-11-12,tx,43,88.41973929999999,11732.2661
3403,2020-11-13,tx,43,88.3645095,12149.2665
3454,2020-11-14,tx,43,88.8253311,13543.0281
3505,2020-11-15,tx,43,89.11362840000001,14857.0304
3556,2020-11-16,tx,43,89.3288656,15316.0314
3607,2020-11-17,tx,43,89.6032963,15249.0316
3658,2020-11-18,tx,43,89.90380340000002,15277.0285
3709,2020-11-19,tx,43,90.426858,15485.0316
3760,2020-11-20,tx,43,90.945988,15909.096000000001
3811,2020-11-21,tx,43,91.32425450000001,16084.096000000001
3862,2020-11-22,tx,43,91.70237440000001,16347.0973
3913,2020-11-23,tx,43,91.9392964,16567.1008
3964,2020-11-24,tx,43,91.9879062,16680.0978
4015,2020-11-25,tx,43,92.0491696,16884.1004
4066,2020-11-26,tx,43,92.00507579999999,16815.9949
4117,2020-11-27,tx,43,91.91162340000001,16596.9389
4168,2020-11-28,tx,43,91.7770467,16750.9387
4219,2020-11-29,tx,43,91.7869811,16771.1787
4270,2020-11-30,tx,43,91.90577940000001,16881.4197
4321,2020-12-01,tx,43,92.06034659999999,17222.3955
4372,2020-12-02,tx,43,91.99365959999999,17453.6389
4423,2020-12-03,tx,43,92.0686417,17744.736
4474,2020-12-04,tx,43,92.1040863,17811.7302
4525,2020-12-05,tx,43,92.1947823,17608.724
4576,2020-12-06,tx,43,92.1541239,17466.4871
4627,2020-12-07,tx,43,92.2295438,17417.2463
