,time_value,geo_value,cc,value,sample_size
63,2020-09-09,la,18,83.55261309999999,986.9995
114,2020-09-10,la,18,82.86354109999999,1559.9987
165,2020-09-11,la,18,83.0335934,2111.9984
216,2020-09-12,la,18,83.050526,2709.998
267,2020-09-13,la,18,82.6911366,3215.1823
318,2020-09-14,la,18,82.60867640000001,3769.1817
369,2020-09-15,la,18,82.2558051,3880.1820000000002
420,2020-09-16,la,18,82.3752072,3821.3672
471,2020-09-17,la,18,82.3834772,3749.3678
522,2020-09-18,la,18,82.1131254,3642.3682
573,2020-09-19,la,18,82.2182095,3534.5534
624,2020-09-20,la,18,82.4982752,3504.3688
675,2020-09-21,la,18,82.29265550000001,3452.3693
726,2020-09-22,la,18,82.3262046,3385.3694
777,2020-09-23,la,18,81.41386109999999,3321.3689
828,2020-09-24,la,18,81.8661328,3266.3687
879,2020-09-25,la,18,82.1004989,3237.5534
930,2020-09-26,la,18,81.8588676,3172.3686
981,2020-09-27,la,18,81.8244855,3177.3689
1032,2020-09-28,la,18,82.10701759999999,3121.3688
1083,2020-09-29,la,18,82.1952063,3114.3683
1134,2020-09-30,la,18,82.2749966,3100.1836
1185,2020-10-01,la,18,81.7974015,3134.1837
1236,2020-10-02,la,18,81.9301517,3205.9987
1287,2020-10-03,la,18,82.4177597,3220.9984
1338,2020-10-04,la,18,82.36850809999999,3211.9981
1389,2020-10-05,la,18,82.803438,3269.998
1440,2020-10-06,la,18,82.5673434,3414.998
1491,2020-10-07,la,18,83.00720890000001,3473.9977
1542,2020-10-08,la,18,83.2183093,3475.9977
1593,2020-10-09,la,18,82.52272190000001,3411.9977
1644,2020-10-10,la,18,81.9275433,3365.9977
1695,2020-10-11,la,18,81.81955079999999,3345.9976
1746,2020-10-12,la,18,81.2538505,3244.9978
1797,2020-10-13,la,18,81.06134780000001,3079.9975
1848,2020-10-14,la,18,81.0066027,3028.9977
1899,2020-10-15,la,18,80.691233,3001.1829
1950,2020-10-16,la,18,80.8857222,2974.1833
2001,2020-10-17,la,18,80.5697608,2983.3683
2052,2020-10-18,la,18,80.4028995,2978.3683
2103,2020-10-19,la,18,80.3687173,2983.3679
2154,2020-10-20,la,18,80.4415503,2989.3684
2205,2020-10-21,la,18,80.7227739,2960.3685
2256,2020-10-22,la,18,80.3021779,2846.3686
2307,2020-10-23,la,18,80.19430940000001,2780.3678
2358,2020-10-24,la,18,80.7736344,2733.1829
2409,2020-10-25,la,18,80.5873059,2681.1831
2460,2020-10-26,la,18,79.9293332,2613.1837
2511,2020-10-27,la,18,80.02217900000001,2490.1836
2562,2020-10-28,la,18,79.5903726,2354.1841
2613,2020-10-29,la,18,79.9772863,2198.9985
2664,2020-10-30,la,18,79.8886757,2064.9992
2715,2020-10-31,la,18,80.0729908,2053.9993
2766,2020-11-01,la,18,79.3872497,2038.999
2817,2020-11-02,la,18,79.3632024,2118.9985
2868,2020-11-03,la,18,79.46602840000001,2183.1834
2919,2020-11-04,la,18,79.06882390000001,2046.1831
2970,2020-11-05,la,18,79.08703009999999,2043.1836
3021,2020-11-06,la,18,79.295354,2131.3673
3072,2020-11-07,la,18,78.1388128,1945.3673
3123,2020-11-08,la,18,77.7922495,1721.3676
3174,2020-11-09,la,18,77.9852819,1618.368
3225,2020-11-10,la,18,77.644986,1683.1828
3276,2020-11-11,la,18,77.99289909999999,1955.1827
3327,2020-11-12,la,18,78.3076425,2177.1828
3378,2020-11-13,la,18,78.63495809999999,2247.9991
3429,2020-11-14,la,18,79.505935,2528.9993
3480,2020-11-15,la,18,80.7054886,2832.3695
3531,2020-11-16,la,18,81.1188945,2947.3692
3582,2020-11-17,la,18,81.3116035,2956.3693
3633,2020-11-18,la,18,82.0013917,2986.3693
3684,2020-11-19,la,18,82.3730067,3066.3694
3735,2020-11-20,la,18,83.0853413,3207.3692
3786,2020-11-21,la,18,83.8519387,3285.3685
3837,2020-11-22,la,18,84.50474759999999,3370.998
3888,2020-11-23,la,18,85.05831579999999,3428.9982
3939,2020-11-24,la,18,86.19135370000001,3493.1832
3990,2020-11-25,la,18,86.58747530000001,3514.368
4041,2020-11-26,la,18,86.78334699999999,3498.3678
4092,2020-11-27,la,18,86.81539509999999,3461.3677
4143,2020-11-28,la,18,86.4664303,3453.368
4194,2020-11-29,la,18,86.4174754,3470.3679
4245,2020-11-30,la,18,86.43900040000001,3564.3677
4296,2020-12-01,la,18,85.81154029999999,3625.1829
4347,2020-12-02,la,18,85.62065809999999,3736.9979
4398,2020-12-03,la,18,86.04439040000001,3828.9975
4449,2020-12-04,la,18,86.270708,3862.9975
4500,2020-12-05,la,18,86.3507254,3870.9977
4551,2020-12-06,la,18,86.2118504,3831.998
4602,2020-12-07,la,18,86.658789,3802.998
19,2020-09-08,md,19,92.9467063,317.9999
64,2020-09-09,ma,19,93.0418463,1314.004
115,2020-09-10,ma,19,93.196221,2211.006
166,2020-09-11,ma,19,93.20662840000001,3024.0075
217,2020-09-12,ma,19,93.21655799999999,3795.008
268,2020-09-13,ma,19,93.2112439,4558.009
319,2020-09-14,ma,19,93.2928108,5344.0109999999995
370,2020-09-15,ma,19,93.241813,5644.0125
421,2020-09-16,ma,19,93.2816823,5484.0115
472,2020-09-17,ma,19,93.36048050000001,5278.0115
523,2020-09-18,ma,19,93.301575,5142.015
574,2020-09-19,ma,19,93.265226,5040.0155
625,2020-09-20,ma,19,93.3313297,4985.0165
676,2020-09-21,ma,19,93.2348595,4840.0155
727,2020-09-22,ma,19,93.2907677,4776.0145
778,2020-09-23,ma,19,93.1628391,4789.0145
829,2020-09-24,ma,19,92.9355949,4734.013
880,2020-09-25,ma,19,92.9759149,4690.0095
931,2020-09-26,ma,19,93.11710959999999,4670.01
982,2020-09-27,ma,19,93.143773,4659.012
1033,2020-09-28,ma,19,93.2212418,4727.012
1084,2020-09-29,ma,19,93.3086731,4729.0109999999995
1135,2020-09-30,ma,19,93.3024116,4635.012
1186,2020-10-01,ma,19,93.5074741,4612.012
1237,2020-10-02,ma,19,93.6067637,4668.0125
1288,2020-10-03,ma,19,93.7540015,4666.012
1339,2020-10-04,ma,19,93.64166379999999,4615.0109999999995
1390,2020-10-05,ma,19,93.73920600000001,4639.0105
1441,2020-10-06,ma,19,93.8374885,4713.0115
1492,2020-10-07,ma,19,94.276539,4830.0105
1543,2020-10-08,ma,19,94.11703979999999,4886.0125
1594,2020-10-09,ma,19,94.1085701,4862.013
1645,2020-10-10,ma,19,94.0312255,4866.0125
1696,2020-10-11,ma,19,94.1339096,4883.0109999999995
1747,2020-10-12,ma,19,94.1559845,4833.0135
1798,2020-10-13,ma,19,93.9365327,4757.012
1849,2020-10-14,ma,19,93.9906437,4700.0109999999995
1900,2020-10-15,ma,19,94.3044792,4643.009
1951,2020-10-16,ma,19,94.2603152,4555.008
2002,2020-10-17,ma,19,94.3965616,4523.008
2053,2020-10-18,ma,19,94.6756785,4516.0075
2104,2020-10-19,ma,19,94.8122709,4500.005999999999
2155,2020-10-20,ma,19,95.10310159999999,4461.008
2206,2020-10-21,ma,19,95.1388977,4391.008
2257,2020-10-22,ma,19,95.01163829999999,4299.009
2308,2020-10-23,ma,19,95.25435590000001,4245.0095
2359,2020-10-24,ma,19,94.90238570000001,4148.0095
2410,2020-10-25,ma,19,94.8594561,4055.0105
2461,2020-10-26,ma,19,94.8682444,3984.0105
2512,2020-10-27,ma,19,94.91721240000001,3865.0085
2563,2020-10-28,ma,19,94.82665820000001,3778.008
2614,2020-10-29,ma,19,95.09590229999999,3700.007
2665,2020-10-30,ma,19,95.30153670000001,3564.006
2716,2020-10-31,ma,19,95.8181743,3574.0055
2767,2020-11-01,ma,19,96.06742109999999,3648.005
2818,2020-11-02,ma,19,96.0386915,3773.0055
2869,2020-11-03,ma,19,95.9012082,3744.006
2920,2020-11-04,ma,19,95.91986920000001,3418.008
2971,2020-11-05,ma,19,95.67411640000002,3270.008
3022,2020-11-06,ma,19,95.330927,3308.008
3073,2020-11-07,ma,19,94.934818,2990.008
3124,2020-11-08,ma,19,94.2644992,2623.008
3175,2020-11-09,ma,19,93.9796103,2449.0075
3226,2020-11-10,ma,19,94.1009273,2635.0075
3277,2020-11-11,ma,19,94.4517157,3054.0075
3328,2020-11-12,ma,19,95.0330124,3331.0095
3379,2020-11-13,ma,19,95.1187714,3451.01
3430,2020-11-14,ma,19,95.265889,3854.011
3481,2020-11-15,ma,19,95.2925907,4237.0105
3532,2020-11-16,ma,19,95.58209670000001,4311.0115
3583,2020-11-17,ma,19,95.7836946,4280.0109999999995
3634,2020-11-18,ma,19,95.9433844,4202.0109999999995
3685,2020-11-19,ma,19,95.87081009999999,4225.0105
3736,2020-11-20,ma,19,96.1109921,4306.0109999999995
3787,2020-11-21,ma,19,96.5081296,4309.0109999999995
3838,2020-11-22,ma,19,96.6092063,4349.014
3889,2020-11-23,ma,19,96.7181136,4341.015
3940,2020-11-24,ma,19,96.8002929,4265.0155
3991,2020-11-25,ma,19,96.80179190000001,4267.015
4042,2020-11-26,ma,19,96.7314892,4267.014
4093,2020-11-27,ma,19,96.83198759999999,4213.0145
4144,2020-11-28,ma,19,96.69273259999999,4217.014
4195,2020-11-29,ma,19,97.0283776,4155.0125
4246,2020-11-30,ma,19,97.15946679999999,4206.0095
4297,2020-12-01,ma,19,97.0668532,4380.0115
4348,2020-12-02,ma,19,97.1537376,4584.013
4399,2020-12-03,ma,19,97.1657625,4674.014
4450,2020-12-04,ma,19,97.16063630000001,4736.012
4501,2020-12-05,ma,19,97.13300550000001,4795.0155
4552,2020-12-06,ma,19,97.1159583,4836.014
4603,2020-12-07,ma,19,96.9940792,4906.0155
20,2020-09-08,me,20,87.5796178,156.0
65,2020-09-09,md,20,94.1084432,957.9995
116,2020-09-10,md,20,94.2701703,1560.9993
167,2020-09-11,md,20,94.27443840000001,2155.9919
218,2020-09-12,md,20,94.1379008,2753.9841
269,2020-09-13,md,20,94.0991702,3345.9835
320,2020-09-14,md,20,94.07414709999999,3989.9833
371,2020-09-15,md,20,94.1114208,4269.9759
422,2020-09-16,md,20,93.71029159999999,4251.9762
473,2020-09-17,md,20,93.4006668,4203.9688
524,2020-09-18,md,20,92.9497571,4161.9757
575,2020-09-19,md,20,92.85361340000001,4077.9831
626,2020-09-20,md,20,92.84822829999999,4018.9829
677,2020-09-21,md,20,92.55342950000001,3926.9827
728,2020-09-22,md,20,92.5823978,3820.9898
779,2020-09-23,md,20,92.927788,3738.9897
830,2020-09-24,md,20,93.0852449,3693.9971
881,2020-09-25,md,20,93.3030757,3634.9975
932,2020-09-26,md,20,93.2210175,3649.9904
983,2020-09-27,md,20,93.089842,3681.9838
1034,2020-09-28,md,20,93.499563,3667.9841
1085,2020-09-29,md,20,93.3146235,3745.9842
1136,2020-09-30,md,20,93.2671114,3674.9839
1187,2020-10-01,md,20,93.2347892,3686.9841
1238,2020-10-02,md,20,93.5827929,3699.9839
1289,2020-10-03,md,20,93.6011805,3694.9911
1340,2020-10-04,md,20,93.87228499999999,3678.9982
1391,2020-10-05,md,20,93.5663784,3674.998
1442,2020-10-06,md,20,93.45628620000001,3658.9981
1493,2020-10-07,md,20,93.1696179,3724.998
1544,2020-10-08,md,20,92.9302455,3711.9974
1595,2020-10-09,md,20,92.8378722,3705.9975
1646,2020-10-10,md,20,92.86296709999999,3676.9976
1697,2020-10-11,md,20,92.6474642,3609.9977
1748,2020-10-12,md,20,92.901319,3555.9974
1799,2020-10-13,md,20,92.95311650000001,3496.9974
1850,2020-10-14,md,20,93.114042,3418.9976
1901,2020-10-15,md,20,93.5526756,3387.9981
1952,2020-10-16,md,20,93.6417421,3340.9909
2003,2020-10-17,md,20,93.97184809999999,3241.9906
2054,2020-10-18,md,20,93.8298765,3215.9907
2105,2020-10-19,md,20,93.75407890000001,3240.991
2156,2020-10-20,md,20,94.0321795,3190.9911
2207,2020-10-21,md,20,94.2280097,3229.9912
2258,2020-10-22,md,20,94.4342113,3187.991
2309,2020-10-23,md,20,94.1223097,3154.9982
2360,2020-10-24,md,20,94.0718438,3144.9984
2411,2020-10-25,md,20,94.137383,3128.9981
2462,2020-10-26,md,20,94.1787592,3030.9979
2513,2020-10-27,md,20,93.9388783,2943.9978
2564,2020-10-28,md,20,94.1934184,2831.9904
2615,2020-10-29,md,20,93.97653220000001,2729.9833
2666,2020-10-30,md,20,94.297359,2567.9834
2717,2020-10-31,md,20,94.2092743,2597.9834
2768,2020-11-01,md,20,94.3514288,2627.9834
2819,2020-11-02,md,20,94.38052940000001,2694.9835
2870,2020-11-03,md,20,94.6649354,2744.9836
2921,2020-11-04,md,20,94.0289538,2552.9913
2972,2020-11-05,md,20,94.0398662,2456.9985
3023,2020-11-06,md,20,93.86995309999999,2551.9984
3074,2020-11-07,md,20,94.0077281,2326.9985
3125,2020-11-08,md,20,93.6869863,2081.9988
3176,2020-11-09,md,20,93.398103,2005.9989
3227,2020-11-10,md,20,93.4258202,2196.9913
3278,2020-11-11,md,20,94.0630824,2533.9838
3329,2020-11-12,md,20,94.3058123,2764.9766
3380,2020-11-13,md,20,94.7836317,2864.9767
3431,2020-11-14,md,20,94.9776441,3134.9765
3482,2020-11-15,md,20,95.50671899999999,3481.9759999999997
3533,2020-11-16,md,20,95.8461285,3573.9758
3584,2020-11-17,md,20,96.17381929999999,3461.9833
3635,2020-11-18,md,20,96.39940990000001,3428.9905
3686,2020-11-19,md,20,96.4975503,3467.9977
3737,2020-11-20,md,20,96.6638277,3520.9974
3788,2020-11-21,md,20,96.5289494,3556.9977
3839,2020-11-22,md,20,96.68079209999999,3538.9982
3890,2020-11-23,md,20,96.90065229999999,3531.9983
3941,2020-11-24,md,20,97.00506309999999,3554.9981
3992,2020-11-25,md,20,97.0415017,3564.9983
4043,2020-11-26,md,20,97.11778709999999,3589.9908
4094,2020-11-27,md,20,96.93362409999999,3569.9907
4145,2020-11-28,md,20,97.015539,3600.9904
4196,2020-11-29,md,20,96.9862547,3565.9902
4247,2020-11-30,md,20,96.7382243,3631.9905
4298,2020-12-01,md,20,96.7166898,3729.9907
4349,2020-12-02,md,20,96.95105229999999,3819.9904
4400,2020-12-03,md,20,96.947448,3880.9978
4451,2020-12-04,md,20,96.9785809,3920.9981
4502,2020-12-05,md,20,97.00789520000001,3925.9982
4553,2020-12-06,md,20,96.95937509999999,3961.9979
4604,2020-12-07,md,20,97.01100629999999,3996.9977
21,2020-09-08,mi,21,87.5438523,854.0003
66,2020-09-09,me,21,84.9112426,506.0
117,2020-09-10,me,21,84.6199525,841.0
168,2020-09-11,me,21,85.3648069,1164.0
219,2020-09-12,me,21,85.6797792,1448.0
270,2020-09-13,me,21,85.5148375,1778.2234
321,2020-09-14,me,21,85.5228186,2076.2234
372,2020-09-15,me,21,85.4193321,2219.2234
423,2020-09-16,me,21,85.8476026,2159.2234
474,2020-09-17,me,21,86.1400455,2118.2234
525,2020-09-18,me,21,86.32977220000001,2045.2234
576,2020-09-19,me,21,86.402175,1975.2234
627,2020-09-20,me,21,86.903527,1927.0
678,2020-09-21,me,21,86.643469,1867.0
729,2020-09-22,me,21,86.8856985,1810.0
780,2020-09-23,me,21,87.4929418,1770.0
831,2020-09-24,me,21,87.5443787,1689.0
882,2020-09-25,me,21,87.820131,1678.0
933,2020-09-26,me,21,87.9310345,1710.0
984,2020-09-27,me,21,87.74715400000001,1668.0
1035,2020-09-28,me,21,88.26164870000001,1673.0
1086,2020-09-29,me,21,88.3700178,1680.0
1137,2020-09-30,me,21,87.9641089,1615.0
1188,2020-10-01,me,21,88.4213759,1627.0
1239,2020-10-02,me,21,88.09523809999999,1616.0
1290,2020-10-03,me,21,87.99126640000001,1602.0
1341,2020-10-04,me,21,87.9840197,1626.0
1392,2020-10-05,me,21,88.1795968,1636.0
1443,2020-10-06,me,21,87.73134329999999,1674.0
1494,2020-10-07,me,21,87.4290579,1761.0
1545,2020-10-08,me,21,87.1659243,1795.0
1596,2020-10-09,me,21,86.56922229999999,1812.0
1647,2020-10-10,me,21,86.8553812,1783.0
1698,2020-10-11,me,21,87.0940171,1754.0
1749,2020-10-12,me,21,86.527365,1741.2234
1800,2020-10-13,me,21,87.12089809999999,1666.2234
1851,2020-10-14,me,21,87.2586901,1582.2234
1902,2020-10-15,me,21,86.999712,1512.2234
1953,2020-10-16,me,21,87.4701068,1489.2234
2004,2020-10-17,me,21,87.2627943,1504.2234
2055,2020-10-18,me,21,87.70442220000001,1493.2234
2106,2020-10-19,me,21,88.74149659999999,1469.0
2157,2020-10-20,me,21,88.7423935,1478.0
2208,2020-10-21,me,21,88.5742838,1500.0
2259,2020-10-22,me,21,88.9072848,1509.0
2310,2020-10-23,me,21,89.6841398,1487.0
2361,2020-10-24,me,21,89.5804677,1453.0
2412,2020-10-25,me,21,89.6319887,1412.0
2463,2020-10-26,me,21,89.6192529,1391.0
2514,2020-10-27,me,21,89.6282528,1344.0
2565,2020-10-28,me,21,90.6320542,1328.0
2616,2020-10-29,me,21,91.1902897,1276.0
2667,2020-10-30,me,21,90.9815436,1191.0
2718,2020-10-31,me,21,90.9054163,1236.0
2769,2020-11-01,me,21,90.3816199,1283.0
2820,2020-11-02,me,21,89.5990923,1321.0
2871,2020-11-03,me,21,89.69265370000001,1333.0
2922,2020-11-04,me,21,89.1769547,1214.0
2973,2020-11-05,me,21,88.12765959999999,1174.0
3024,2020-11-06,me,21,87.7689243,1254.0
3075,2020-11-07,me,21,87.7137714,1110.0
3126,2020-11-08,me,21,87.2307692,974.0
3177,2020-11-09,me,21,87.8218884,931.0
3228,2020-11-10,me,21,87.41152679999999,988.0
3279,2020-11-11,me,21,88.28644109999999,1166.2234
3330,2020-11-12,me,21,89.8701702,1309.2234
3381,2020-11-13,me,21,90.35218540000001,1333.2234
3432,2020-11-14,me,21,91.0890735,1477.2234
3483,2020-11-15,me,21,90.98270720000001,1637.2234
3534,2020-11-16,me,21,90.937874,1662.2234
3585,2020-11-17,me,21,91.61905279999999,1654.2234
3636,2020-11-18,me,21,91.8977203,1622.0
3687,2020-11-19,me,21,91.535557,1588.0
3738,2020-11-20,me,21,91.7077682,1621.0
3789,2020-11-21,me,21,91.1050395,1646.0
3840,2020-11-22,me,21,92.1052632,1652.0
3891,2020-11-23,me,21,92.4511545,1688.0
3942,2020-11-24,me,21,92.3594848,1707.0
3993,2020-11-25,me,21,92.56795840000001,1728.0
4044,2020-11-26,me,21,92.9930796,1733.0
4095,2020-11-27,me,21,93.1526807,1715.0
4146,2020-11-28,me,21,93.4506636,1732.0
4197,2020-11-29,me,21,93.1844548,1723.0
4248,2020-11-30,me,21,92.8900403,1736.0
4299,2020-12-01,me,21,92.5915493,1774.0
4350,2020-12-02,me,21,92.0517052,1817.0
4401,2020-12-03,me,21,92.19398340000001,1927.0
4452,2020-12-04,me,21,92.4104892,1982.0
4503,2020-12-05,me,21,92.4933979,2017.2234
4554,2020-12-06,me,21,92.6795472,2041.2234
4605,2020-12-07,me,21,93.0707417,2113.2234
22,2020-09-08,mn,22,86.5585128,449.038
67,2020-09-09,mi,22,86.8015397,2593.9989
118,2020-09-10,mi,22,86.83649190000001,4218.9974
169,2020-09-11,mi,22,86.62231609999999,5781.0136
220,2020-09-12,mi,22,86.40181779999999,7386.0116
271,2020-09-13,mi,22,86.4957224,8948.0111
322,2020-09-14,mi,22,86.2806548,10404.0097
373,2020-09-15,mi,22,86.2572481,11063.0082
424,2020-09-16,mi,22,86.1584938,10789.0085
475,2020-09-17,mi,22,86.07505400000001,10473.0083
526,2020-09-18,mi,22,86.2344265,10201.9908
577,2020-09-19,mi,22,86.5266578,9784.9921
628,2020-09-20,mi,22,86.2832935,9502.0079
679,2020-09-21,mi,22,86.4803373,9426.0081
730,2020-09-22,mi,22,86.48488950000001,9222.0086
781,2020-09-23,mi,22,86.4389166,9058.0085
832,2020-09-24,mi,22,86.3767537,9024.0097
883,2020-09-25,mi,22,86.0295182,8950.0091
934,2020-09-26,mi,22,85.8088291,8994.0266
985,2020-09-27,mi,22,86.07715,9074.0105
1036,2020-09-28,mi,22,86.33654759999999,9056.0118
1087,2020-09-29,mi,22,86.1065304,9014.0289
1138,2020-09-30,mi,22,86.2265053,8911.0461
1189,2020-10-01,mi,22,86.3059656,8970.0626
1240,2020-10-02,mi,22,87.03610090000001,9105.0636
1291,2020-10-03,mi,22,87.3510353,9142.0455
1342,2020-10-04,mi,22,87.6163416,9136.0447
1393,2020-10-05,mi,22,87.6101516,9196.0431
1444,2020-10-06,mi,22,88.11137099999999,9466.026
1495,2020-10-07,mi,22,88.2059112,9703.0095
1546,2020-10-08,mi,22,88.5748327,9639.9932
1597,2020-10-09,mi,22,88.27089140000001,9500.9932
1648,2020-10-10,mi,22,88.1961595,9390.0029
1699,2020-10-11,mi,22,87.7958113,9254.0134
1750,2020-10-12,mi,22,87.6393177,9064.0303
1801,2020-10-13,mi,22,87.06545559999999,8685.0392
1852,2020-10-14,mi,22,87.1537292,8480.0566
1903,2020-10-15,mi,22,86.9831473,8438.0561
1954,2020-10-16,mi,22,87.12411920000001,8344.0555
2005,2020-10-17,mi,22,87.0554285,8292.046999999999
2056,2020-10-18,mi,22,87.360777,8255.0376
2107,2020-10-19,mi,22,87.7961772,8230.0217
2158,2020-10-20,mi,22,88.2702968,8324.011999999999
2209,2020-10-21,mi,22,88.4531476,8247.9935
2260,2020-10-22,mi,22,88.4151598,8125.9943
2311,2020-10-23,mi,22,88.43652349999999,7993.9953
2362,2020-10-24,mi,22,88.8281126,7951.9955
2413,2020-10-25,mi,22,88.8938046,7899.9946
2464,2020-10-26,mi,22,88.6960333,7805.9949
2515,2020-10-27,mi,22,88.7538464,7526.0224
2566,2020-10-28,mi,22,89.1544333,7343.0229
2617,2020-10-29,mi,22,89.54768320000001,7007.0224
2668,2020-10-30,mi,22,89.6728091,6753.0225
2719,2020-10-31,mi,22,90.0000224,6824.0213
2770,2020-11-01,mi,22,90.52476490000001,6917.0384
2821,2020-11-02,mi,22,90.7680845,7056.0371
2872,2020-11-03,mi,22,91.2038163,7076.0282
2923,2020-11-04,mi,22,91.0634524,6562.0289
2974,2020-11-05,mi,22,91.0211238,6364.0293
3025,2020-11-06,mi,22,91.1135725,6554.029
3076,2020-11-07,mi,22,90.9067231,5965.0297
3127,2020-11-08,mi,22,90.653301,5386.0131
3178,2020-11-09,mi,22,91.032837,5246.014
3229,2020-11-10,mi,22,91.1887054,5769.9976
3280,2020-11-11,mi,22,91.2857807,6671.9971
3331,2020-11-12,mi,22,91.7079376,7469.9966
3382,2020-11-13,mi,22,91.90208,7821.9965
3433,2020-11-14,mi,22,92.1899988,8724.9961
3484,2020-11-15,mi,22,92.4950687,9626.0049
3535,2020-11-16,mi,22,92.87866140000001,9962.0131
3586,2020-11-17,mi,22,92.94470229999999,9871.0115
3637,2020-11-18,mi,22,93.2731732,10026.0115
3688,2020-11-19,mi,22,93.2231088,10129.0106
3739,2020-11-20,mi,22,93.52370090000001,10383.0093
3790,2020-11-21,mi,22,93.67227170000001,10611.008999999998
3841,2020-11-22,mi,22,93.8890604,10742.0173
3892,2020-11-23,mi,22,93.7731221,10815.0078
3943,2020-11-24,mi,22,94.0165242,10904.0245
3994,2020-11-25,mi,22,94.1640626,10820.0346
4045,2020-11-26,mi,22,94.3201309,10730.036
4096,2020-11-27,mi,22,94.34805250000001,10553.0471
4147,2020-11-28,mi,22,94.2742707,10417.0476
4198,2020-11-29,mi,22,94.36755409999999,10341.0309
4249,2020-11-30,mi,22,94.4459635,10469.0321
4300,2020-12-01,mi,22,94.4722608,10754.0244
4351,2020-12-02,mi,22,94.2723517,11007.0136
4402,2020-12-03,mi,22,94.3484495,11226.0128
4453,2020-12-04,mi,22,94.4264457,11419.0036
4504,2020-12-05,mi,22,94.58224279999999,11489.0037
4555,2020-12-06,mi,22,94.50305379999999,11469.0121
4606,2020-12-07,mi,22,94.63238100000001,11410.0205
23,2020-09-08,mo,23,77.76621899999999,477.9995
68,2020-09-09,mn,23,85.6316693,1311.0195
119,2020-09-10,mn,23,85.8067573,2109.1154
170,2020-09-11,mn,23,85.79714129999999,2861.1386
221,2020-09-12,mn,23,86.2068918,3635.2406
272,2020-09-13,mn,23,86.2378591,4356.37
323,2020-09-14,mn,23,85.7655019,5104.0532
374,2020-09-15,mn,23,85.3511671,5301.0381
425,2020-09-16,mn,23,85.9628065,5140.0811
476,2020-09-17,mn,23,86.14735390000001,5021.0362
527,2020-09-18,mn,23,86.64491509999999,4901.0512
578,2020-09-19,mn,23,86.78560949999999,4763.7139
629,2020-09-20,mn,23,86.6863321,4652.670999999999
680,2020-09-21,mn,23,87.3541208,4535.0484
731,2020-09-22,mn,23,88.2147964,4459.029
782,2020-09-23,mn,23,87.91668100000001,4382.0954
833,2020-09-24,mn,23,87.831365,4311.1673
884,2020-09-25,mn,23,87.5116816,4257.1978
935,2020-09-26,mn,23,87.6173168,4245.4948
986,2020-09-27,mn,23,88.0284416,4324.4753
1037,2020-09-28,mn,23,88.1413537,4364.3878
1088,2020-09-29,mn,23,87.94621540000001,4402.5008
1139,2020-09-30,mn,23,88.0632433,4362.501
1190,2020-10-01,mn,23,88.6306847,4377.5328
1241,2020-10-02,mn,23,88.9411954,4373.4683
1292,2020-10-03,mn,23,89.07602790000001,4335.4373
1343,2020-10-04,mn,23,89.26794090000001,4235.3818
1394,2020-10-05,mn,23,89.5959673,4206.4243
1445,2020-10-06,mn,23,89.6185774,4272.2997
1496,2020-10-07,mn,23,89.9510599,4363.2125
1547,2020-10-08,mn,23,89.3976821,4305.1178
1598,2020-10-09,mn,23,89.1855,4276.0364
1649,2020-10-10,mn,23,88.88598590000001,4277.7412
